Postgraduate,JJ
Research,NNP
Supervision,NNP
Scenarios,NNP
The,DT
following,JJ
content,NN
adapted,VBD
:,:
Eley,NNP
,,,
A.,NNP
R.,NNP
R.,NNP
Jennings,NNP
.,.
2005,CD
.,.
Effective,JJ
Postgraduate,NNP
Supervision,NN
:,:
Improving,NNP
Student/Supervisor,NNP
Relationship,NNP
.,.
Maidenhead,NN
:,:
Open,JJ
University,NNP
Press,NNP
,,,
48-52,JJ
.,.
Scenario,NN
:,:
Adam,NNP
's,POS
story,NN
Dr,NNP
Gillian,NNP
Butterworth,NNP
's,POS
research,NN
output,NN
decline,NN
late,RB
,,,
pressure,NN
Head,NNP
School,NNP
,,,
agreed,VBD
accept,IN
Adam,NNP
University,NNP
studentship,NN
.,.
His,PRP$
project,NN
focused,VBD
influence,JJ
art,RB
Spanish,JJ
literature,NN
seventeenth,JJ
century,NN
.,.
Disappointingly,NNP
,,,
Adam,NNP
one,CD
handful,NN
applicants,NNS
School,JJ
year,NN
Dr,NNP
Butterworth,NNP
concerned,VBD
suitability,NN
study,NN
read,VBD
research,NN
proposal,NN
,,,
clearly,RB
needed,VBN
lot,NN
work,NN
.,.
Points,NNS
consideration,NN
Despite,IN
concerns,NNS
Adam,NNP
accepted,VBD
started,VBD
October,NNP
.,.
In,IN
first,JJ
three,CD
months,NNS
Dr,NNP
Butterworth,NNP
allowed,VBD
Adam,NNP
settle,VB
met,JJ
twice,JJ
period,NN
,,,
using,VBG
meetings,NNS
explain,VBP
detail,JJ
approach,NN
topic,NN
first,JJ
year,NN
.,.
As,IN
result,NN
,,,
initial,JJ
meeting,NN
report,NN
form,NN
submitted,VBN
late,JJ
sections,NNS
remained,VBD
incomplete,JJ
.,.
From,IN
January,NNP
,,,
Dr,NNP
Butterworth,NNP
arranged,VBD
see,VB
Adam,NNP
formal,JJ
meetings,NNS
discuss,VBP
research,NN
progress,NN
whenever,WRB
thought,NN
needed,VBN
.,.
However,RB
,,,
arrangement,VBP
particularly,RB
successful,JJ
several,JJ
months,NNS
passed,VBN
without,IN
contact,NN
.,.
It,PRP
towards,JJ
end,NN
March,NNP
,,,
date,NN
Adam,NNP
's,POS
Probationary,NNP
Review,NNP
panel,NN
set,NN
,,,
requested,VBD
meeting,NN
supervisor,NN
.,.
At,IN
meeting,NN
,,,
Dr,NNP
Butterworth,NNP
disappointed,VBD
volume,NN
quality,NN
Adam,NNP
's,POS
research,NN
work,NN
.,.
On,IN
reflection,NN
discussion,NN
became,VBD
concerned,JJ
impending,VBG
Probationary,NNP
Review,NNP
meeting,NN
,,,
recalling,VBG
Adam,NNP
asked,VBD
questions,NNS
internal,JJ
assessors,NNS
involved,VBN
.,.
Points,NNS
consideration,NN
At,IN
review,NN
meeting,NN
,,,
clear,JJ
Adam,NNP
done,VBN
acceptable,JJ
work,NN
literature,NN
review,NN
,,,
assessment,JJ
panel,NN
felt,VBD
made,VBN
insufficient,JJ
progress,NN
research,NN
poor,JJ
knowledge,NN
understanding,VBG
concepts,NNS
work,NN
based,VBN
.,.
The,DT
progress,NN
report,NN
Dr,NNP
Butterworth,NNP
confirmed,VBD
views,NNS
internal,JJ
assessors,NNS
attend,VBP
meeting,VBG
consider,JJR
work,NN
submitted,VBN
make,VBP
final,JJ
decision,NN
.,.
Adam,NNP
disappointed,VBD
outcome,NN
,,,
met,VBD
regularly,RB
supervisor,VBN
ahead,RB
second,JJ
panel,NN
meeting,NN
prepare,JJ
better,RBR
.,.
Points,NNS
consideration,NN
At,IN
second,JJ
Probationary,NNP
Review,NNP
meeting,NN
,,,
internal,JJ
assessors,NNS
still,RB
agreement,NN
work,NN
still,RB
lacking,VBG
academic,JJ
rigour,NN
expected,VBN
,,,
despite,IN
Adam,NNP
's,POS
attempts,NNS
address,JJ
recommendations,NNS
.,.
Their,PRP$
decision,NN
,,,
Dr,NNP
Butterworth,NNP
concede,VBP
best,JJS
way,NN
forward,RB
,,,
offer,VBP
change,NN
MPhil,NNP
status.When,NN
Adam,NNP
informed,VBD
panel,NN
's,POS
decision,NN
extremely,RB
angry,JJ
;,:
much,JJ
anger,NN
directed,VBD
Dr,NNP
Butterworth,NNP
.,.
He,PRP
cited,VBD
lack,NN
guidance,NN
insufficient,JJ
commitment,NN
supervisor,NN
prime,JJ
reasons,NNS
failure,NN
.,.
Dr,NNP
Butterworth,NNP
upset,JJ
allegations,NNS
reminded,VBD
Adam,NNP
agreed,VBD
approach,JJ
meetings,NNS
failed,VBD
fulfil,NN
.,.
Adam,NNP
claimed,VBD
Dr,NNP
Butterworth,NNP
rarely,RB
available,JJ
unhelpful,JJ
.,.
In,IN
particular,JJ
,,,
informed,JJ
internal,JJ
assessors,NNS
early,RB
stage,NN
studies,NNS
,,,
felt,VBD
unable,JJ
produce,NN
work,NN
would,MD
meet,VB
expectations,NNS
School,NNP
study,NN
.,.
He,PRP
decided,VBD
appeal,JJ
assessors,NNS
',POS
decision,NN
.,.
When,WRB
officially,RB
informed,VBN
appeal,NN
,,,
Dr,NNP
Butterworth,NNP
felt,VBD
sick,JJ
tried,VBN
recall,NN
happened,VBD
first,JJ
months,NNS
.,.
Was,NNP
really,RB
fault,RB
?,.
Points,NNS
consideration,NN
Evolution,NN
problem,NN
:,:
(,(
short,JJ
summary,NN
sequence,NN
events,NNS
cause,VBP
effect,NN
),)
Possible,NNP
prevention,NN
resolution,NN
problem,NN
:,:
(,(
list,JJ
statements,NNS
recommendations,NNS
),)
1,CD
